,streams_ix_x,album_artist,os,p_os,streams_ix_y,access,p_access,streams_ix,country,p_country,p_avg
10716,1230,Maia Coffman,Browser,0.0,1230,free,0.0,1230,22,1.3182573354351601e-248,4.3941911181172003e-249
8018,1314,Vena Valenzuela,iOS,2.193771038632529e-247,1314,premium,0.0,1314,44,0.0,7.312570128775098e-248
10543,234,Daine Morgan,Browser,0.0,234,free,0.0,234,16,3.1784674668227064e-246,1.0594891556075688e-246
6154,788,Vernell Hankins,Android,0.0,788,free,3.298479105014798e-244,788,47,0.0,1.0994930350049326e-244
10014,978,Shante Estrada,iOS,1.781611244507919e-267,978,premium,3.1142256877234265e-242,978,52,0.0,1.0380752292411422e-242
10598,1538,Jaye Velasco,Browser,0.0,1538,free,0.0,1538,21,8.37200462819704e-241,2.7906682093990134e-241
10019,2234,Kandice Holder,iOS,5.690334630302447e-262,2234,premium,1.5698117399401535e-238,2234,52,0.0,5.232705799800511e-239
10901,963,Tatyana Alvarado,Browser,0.0,963,free,2.313571122838463e-238,963,59,3.2671492545e-314,7.711903742794877e-239
14,1860,Cherri Friedman,Windows,0.0,1860,free,1.0921309874395194e-236,1860,59,3.506934819885583e-306,3.640436624798398e-237
9812,1237,Stanford Coyle,Linux,0.0,1237,free,0.0,1237,57,4.576402978597109e-235,1.5254676595323695e-235
9852,1981,Shona Browning,Linux,0.0,1981,free,0.0,1981,57,4.576402978597109e-235,1.5254676595323695e-235
9862,1989,Walter Goldsmith,Linux,0.0,1989,free,0.0,1989,57,4.576402978597109e-235,1.5254676595323695e-235
9832,2223,Isaias Zeigler,Linux,0.0,2223,free,0.0,2223,57,4.576402978597109e-235,1.5254676595323695e-235
9888,2041,Bob Jarrett,Linux,0.0,2041,free,0.0,2041,57,4.576402978597109e-235,1.5254676595323695e-235
9883,2214,Eartha Pham,Linux,0.0,2214,free,0.0,2214,57,4.576402978597109e-235,1.5254676595323695e-235
9842,2198,Bao Bellamy,Linux,0.0,2198,free,0.0,2198,57,4.576402978597109e-235,1.5254676595323695e-235
9868,2011,Juliana Suggs,Linux,0.0,2011,free,0.0,2011,57,4.576402978597109e-235,1.5254676595323695e-235
9817,368,Raymonde Underwood,Linux,0.0,368,free,0.0,368,57,4.576402978597109e-235,1.5254676595323695e-235
9827,92,Lane Morales,Linux,0.0,92,free,0.0,92,57,4.576402978597109e-235,1.5254676595323695e-235
9873,294,Ina Mohr,Linux,0.0,294,free,0.0,294,57,4.576402978597109e-235,1.5254676595323695e-235
9878,395,Doyle Mccord,Linux,0.0,395,free,0.0,395,57,4.576402978597109e-235,1.5254676595323695e-235
9822,1972,Jonas England,Linux,0.0,1972,free,0.0,1972,57,4.576402978597109e-235,1.5254676595323695e-235
9837,150,Arie Shultz,Linux,0.0,150,free,0.0,150,57,4.576402978597109e-235,1.5254676595323695e-235
9847,2061,Rosalva Bates,Linux,0.0,2061,free,0.0,2061,57,4.576402978597109e-235,1.5254676595323695e-235
9857,30,Derick Richey,Linux,0.0,30,free,0.0,30,57,4.576402978597109e-235,1.5254676595323695e-235
9767,1310,Anjelica Simpson,Linux,0.0,1310,free,0.0,1310,57,4.576402978597109e-235,1.5254676595323695e-235
9707,751,Elnora Schaefer,Linux,0.0,751,free,0.0,751,57,4.576402978597109e-235,1.5254676595323695e-235
9722,1579,Kenyetta Sheridan,Linux,0.0,1579,free,0.0,1579,57,4.576402978597109e-235,1.5254676595323695e-235
9727,836,Shawnna Latham,Linux,0.0,836,free,0.0,836,57,4.576402978597109e-235,1.5254676595323695e-235
9772,1284,Milissa Toney,Linux,0.0,1284,free,0.0,1284,57,4.576402978597109e-235,1.5254676595323695e-235
9712,796,Micha Burden,Linux,0.0,796,free,0.0,796,57,4.576402978597109e-235,1.5254676595323695e-235
9777,1275,Keri Lackey,Linux,0.0,1275,free,0.0,1275,57,4.576402978597109e-235,1.5254676595323695e-235
9732,1870,Timmy Lemons,Linux,0.0,1870,free,0.0,1870,57,4.576402978597109e-235,1.5254676595323695e-235
9752,1476,Ludivina Minor,Linux,0.0,1476,free,0.0,1476,57,4.576402978597109e-235,1.5254676595323695e-235
9762,1386,Zena Spivey,Linux,0.0,1386,free,0.0,1386,57,4.576402978597109e-235,1.5254676595323695e-235
9782,1122,Kasi Overton,Linux,0.0,1122,free,0.0,1122,57,4.576402978597109e-235,1.5254676595323695e-235
9702,724,Aurora Cano,Linux,0.0,724,free,0.0,724,57,4.576402978597109e-235,1.5254676595323695e-235
9757,1390,Tyron Golden,Linux,0.0,1390,free,0.0,1390,57,4.576402978597109e-235,1.5254676595323695e-235
9787,2318,Rickey Seay,Linux,0.0,2318,free,0.0,2318,57,4.576402978597109e-235,1.5254676595323695e-235
9792,1249,Tonia Mcintosh,Linux,0.0,1249,free,0.0,1249,57,4.576402978597109e-235,1.5254676595323695e-235
9737,1554,Angeles Suarez,Linux,0.0,1554,free,0.0,1554,57,4.576402978597109e-235,1.5254676595323695e-235
9697,696,Sybil Spencer,Linux,0.0,696,free,0.0,696,57,4.576402978597109e-235,1.5254676595323695e-235
9676,1198,Etta Marquez,Linux,0.0,1198,free,0.0,1198,57,4.576402978597109e-235,1.5254676595323695e-235
9747,1484,Alysia Fenton,Linux,0.0,1484,free,0.0,1484,57,4.576402978597109e-235,1.5254676595323695e-235
9802,1553,Tennille Le,Linux,0.0,1553,free,0.0,1553,57,4.576402978597109e-235,1.5254676595323695e-235
9682,1781,Carmel Sewell,Linux,0.0,1781,free,0.0,1781,57,4.576402978597109e-235,1.5254676595323695e-235
9671,1831,Lashunda Stjohn,Linux,0.0,1831,free,0.0,1831,57,4.576402978597109e-235,1.5254676595323695e-235
9807,1917,Bernarda Aguirre,Linux,0.0,1917,free,0.0,1917,57,4.576402978597109e-235,1.5254676595323695e-235
9687,1735,Arminda Newman,Linux,0.0,1735,free,0.0,1735,57,4.576402978597109e-235,1.5254676595323695e-235
9666,561,Lang Dudley,Linux,0.0,561,free,0.0,561,57,4.576402978597109e-235,1.5254676595323695e-235
9797,1188,Pennie Boston,Linux,0.0,1188,free,0.0,1188,57,4.576402978597109e-235,1.5254676595323695e-235
9692,680,Casie Hairston,Linux,0.0,680,free,0.0,680,57,4.576402978597109e-235,1.5254676595323695e-235
9742,1522,Cathleen Quinn,Linux,0.0,1522,free,0.0,1522,57,4.576402978597109e-235,1.5254676595323695e-235
9661,593,Essie Steward,Linux,0.0,593,free,0.0,593,57,4.576402978597109e-235,1.5254676595323695e-235
9717,800,Frederic Goodson,Linux,0.0,800,free,0.0,800,57,4.576402978597109e-235,1.5254676595323695e-235
20,1059,Margarito Davila,Windows,0.0,1059,free,5.279938289164456e-234,1059,8,0.0,1.7599794297214854e-234
11141,2274,Wes Kelley,Browser,0.0,2274,free,0.0,2274,22,7.244720256956425e-232,2.4149067523188084e-232
6196,1667,Assunta Stevenson,Android,0.0,1667,free,8.086276287828667e-232,1667,60,0.0,2.6954254292762222e-232
6195,1667,Assunta Stevenson,Android,0.0,1667,free,8.086276287828667e-232,1667,1,0.0,2.6954254292762222e-232
756,1591,Aubrey Hopkins,Windows,1.3821752879787295e-229,1591,free,0.0,1591,20,0.0,4.607250959929099e-230
10022,1044,Birgit Stevenson,iOS,1.609538596794569e-229,1044,free,4.8959949181213104e-306,1044,3,0.0,5.365128655981896e-230
6128,147,Chuck Shepherd,Android,0.0,147,premium,0.0,147,21,1.0881086106014126e-228,3.6270287020047084e-229
4984,192,Chantay Swain,Mac,0.0,192,free,1.1377724465332512e-228,192,59,0.0,3.792574821777504e-229
9457,63,Fritz Vann,Browser,0.0,63,free,0.0,63,43,9.533094601961171e-226,3.1776982006537237e-226
568,374,Tasha Busby,Windows,1.471565443802889e-292,374,premium,0.0,374,52,1.1256812557991474e-225,3.752270852663825e-226
11096,2192,Thresa Tracy,Browser,0.0,2192,free,0.0,2192,20,5.720895263771509e-225,1.9069650879238365e-225
10547,234,Daine Morgan,Browser,0.0,234,free,0.0,234,43,2.242457450038004e-223,7.474858166793347e-224
3895,1244,Ching Mosley,Linux,4.1861082476680275e-223,1244,premium,4.0153849879262533e-227,1244,3,7.058406110946542e-295,1.3955032620556068e-223
3896,1244,Ching Mosley,Linux,4.1861082476680275e-223,1244,premium,4.0153849879262533e-227,1244,59,0.0,1.3955032620556068e-223
11092,2192,Thresa Tracy,Browser,0.0,2192,free,0.0,2192,21,1.50552911056843e-222,5.018430368561433e-223
10717,1230,Maia Coffman,Browser,0.0,1230,free,0.0,1230,20,3.25914626170581e-222,1.08638208723527e-222
10540,234,Daine Morgan,Browser,0.0,234,free,0.0,234,32,4.160902281794965e-221,1.3869674272649884e-221
11033,86,Kristian Block,Browser,0.0,86,free,0.0,86,43,2.3045297642284582e-219,7.681765880761527e-220
18,1035,Vernon Ramsey,Windows,0.0,1035,free,7.917580683167997e-219,1035,52,2.5065707859990495e-256,2.639193561055999e-219
6132,305,Minh Beverly,Android,0.0,305,free,0.0,305,48,1.3592762241571028e-218,4.5309207471903425e-219
11038,1974,Pasty Rock,Browser,0.0,1974,free,0.0,1974,22,1.9587396133770446e-218,6.529132044590149e-219
9937,1953,Marybeth Starks,Browser,1.3072482071575195e-282,1953,premium,0.0,1953,59,6.006674812246029e-218,2.002224937415343e-218
623,1222,Alfonso Carrier,Windows,3.705325267717587e-257,1222,free,0.0,1222,59,1.606285989229647e-212,5.35428663076549e-213
405,763,Ashton Hardin,Windows,0.0,763,free,0.0,763,59,2.733887302599001e-212,9.112957675330005e-213
481,763,Ashton Hardin,other,2.516563380561829e-295,763,free,0.0,763,59,2.733887302599001e-212,9.112957675330005e-213
443,763,Ashton Hardin,Android,1.934943988788e-311,763,free,0.0,763,59,2.733887302599001e-212,9.112957675330005e-213
10714,1230,Maia Coffman,Browser,0.0,1230,free,0.0,1230,21,2.954975376776003e-212,9.849917922586677e-213
10897,957,Mariam Lund,Browser,0.0,957,free,0.0,957,20,3.102421708764943e-212,1.0341405695883143e-212
5945,320,Lawanna Piper,iOS,1.3345738898108994e-211,320,premium,1.248351129354e-312,320,52,0.0,4.4485796327029977e-212
9628,2096,Gil Boyle,iOS,1.7972996421080492e-210,2096,premium,0.0,2096,53,0.0,5.990998807026831e-211
11058,2079,Susy Mcclendon,Browser,0.0,2079,free,4.805546305523059e-210,2079,59,0.0,1.6018487685076865e-210
5614,1449,Ghislaine Baum,iOS,7.458527875219946e-212,1449,premium,1.0931412590751988e-209,1449,44,0.0,3.668665956501396e-210
10737,728,Reuben Mullen,Browser,0.0,728,free,1.6060508255315148e-208,728,23,0.0,5.353502751771716e-209
441,763,Ashton Hardin,Android,1.934943988788e-311,763,free,0.0,763,22,2.599870810557314e-208,8.666236035191047e-209
403,763,Ashton Hardin,Windows,0.0,763,free,0.0,763,22,2.599870810557314e-208,8.666236035191047e-209
479,763,Ashton Hardin,other,2.516563380561829e-295,763,free,0.0,763,22,2.599870810557314e-208,8.666236035191047e-209
10891,957,Mariam Lund,Browser,0.0,957,free,0.0,957,21,9.012894064774786e-208,3.0042980215915952e-208
7567,1834,Gustavo Cottrell,iOS,1.0031896228820596e-207,1834,premium,0.0,1834,52,0.0,3.3439654096068655e-208
1257,223,Kylie Shafer,iOS,3.711342563025449e-207,223,premium,0.0,223,52,0.0,1.2371141876751497e-207
277,2059,Marilu Tucker,Windows,0.0,2059,premium,3.3949012937148893e-301,2059,49,4.3699066658555085e-205,1.4566355552851696e-205
11093,2192,Thresa Tracy,Browser,0.0,2192,free,0.0,2192,16,1.307877351132615e-204,4.35959117044205e-205
6243,994,Sharilyn Workman,Android,1.4257634686556795e-204,994,premium,0.0,994,44,0.0,4.752544895518932e-205
6242,994,Sharilyn Workman,Android,1.4257634686556795e-204,994,premium,0.0,994,52,0.0,4.752544895518932e-205
10564,1492,Tracy Pennington,Browser,0.0,1492,free,0.0,1492,20,3.3726279493491235e-204,1.1242093164497078e-204
5041,174,Edythe Lam,Mac,5.119238573170597e-203,174,free,1.1566382863137e-311,174,52,0.0,1.7064128577235325e-203
8680,904,Dann Rivers,other,0.0,904,premium,5.854226920221676e-203,904,3,2.2531673579153417e-276,1.9514089734072252e-203
8683,904,Dann Rivers,other,0.0,904,premium,5.854226920221676e-203,904,59,0.0,1.9514089734072252e-203
8688,904,Dann Rivers,other,0.0,904,premium,5.854226920221676e-203,904,23,5.705648207196495e-278,1.9514089734072252e-203
5033,621,Tran Benavides,Browser,1.4340367499923694e-198,621,free,0.0,621,22,0.0,4.780122499974565e-199
5044,1523,Kristen Ritchie,Mac,4.3372738494491986e-198,1523,free,0.0,1523,52,0.0,1.4457579498163995e-198
11035,1974,Pasty Rock,Browser,0.0,1974,free,0.0,1974,21,1.8659652447316456e-196,6.219884149105485e-197
10031,1210,Haydee Ingram,iOS,4.154365659514319e-205,1210,premium,4.976282780900996e-196,1210,44,0.0,1.6587609283517874e-196
10556,1376,Marco Martin,Browser,0.0,1376,free,1.173753577612885e-195,1376,8,0.0,3.9125119253762836e-196
7243,1605,Charisse Schmidt,iOS,8.213210169419936e-303,1605,free,1.9286487958399636e-194,1605,59,0.0,6.428829319466545e-195
783,2186,Lore Stratton,Windows,1.4722891287903294e-192,2186,premium,0.0,2186,44,0.0,4.907630429301098e-193
6203,747,Garret Jacobsen,Android,0.0,747,free,0.0,747,32,1.6021237237431443e-192,5.340412412477148e-193
8897,1623,Lakeesha Newcomb,other,0.0,1623,premium,0.0,1623,59,3.6331752181097677e-191,1.2110584060365893e-191
6483,1426,Alethia Milton,other,3.0205813539889887e-284,1426,premium,5.599835973e-315,1426,9,5.941381134188675e-191,1.9804603780628917e-191
790,80,Roselle Hendricks,Windows,1.0996597102657995e-189,80,free,0.0,80,32,0.0,3.665532367552665e-190
10715,1230,Maia Coffman,Browser,0.0,1230,free,0.0,1230,16,2.0745552113422395e-189,6.915184037807465e-190
2549,2087,Cyrus Ramey,Mac,2.416184206733319e-189,2087,premium,0.0,2087,53,1.6713004327945336e-266,8.053947355777731e-190
2535,2087,Cyrus Ramey,Mac,2.416184206733319e-189,2087,premium,0.0,2087,44,0.0,8.053947355777731e-190
2534,2087,Cyrus Ramey,Mac,2.416184206733319e-189,2087,premium,0.0,2087,52,0.0,8.053947355777731e-190
2537,2087,Cyrus Ramey,Mac,2.416184206733319e-189,2087,premium,0.0,2087,16,0.0,8.053947355777731e-190
2526,2087,Cyrus Ramey,Mac,2.416184206733319e-189,2087,premium,0.0,2087,15,0.0,8.053947355777731e-190
2548,2087,Cyrus Ramey,Mac,2.416184206733319e-189,2087,premium,0.0,2087,9,0.0,8.053947355777731e-190
2533,2087,Cyrus Ramey,Mac,2.416184206733319e-189,2087,premium,0.0,2087,49,0.0,8.053947355777731e-190
27,1392,Carolin German,Windows,0.0,1392,premium,1.1651840353838843e-188,1392,23,0.0,3.883946784612948e-189
9037,308,Haley Fitzgerald,other,0.0,308,premium,0.0,308,23,3.139335052292175e-188,1.046445017430725e-188
11140,2274,Wes Kelley,Browser,0.0,2274,free,0.0,2274,16,3.394003057857237e-187,1.131334352619079e-187
5045,1523,Kristen Ritchie,Android,4.255202916920108e-186,1523,free,0.0,1523,52,0.0,1.4184009723067027e-186
8780,1099,Twanda Story,other,0.0,1099,premium,0.0,1099,23,1.5208595713216003e-183,5.069531904405335e-184
9023,2302,Cliff Creech,iOS,7.492451481510827e-183,2302,premium,0.0,2302,8,3.948509045905309e-251,2.497483827170276e-183
9020,2302,Cliff Creech,iOS,7.492451481510827e-183,2302,premium,0.0,2302,59,0.0,2.497483827170276e-183
9014,2302,Cliff Creech,iOS,7.492451481510827e-183,2302,premium,0.0,2302,3,6.108419744286035e-278,2.497483827170276e-183
9026,2302,Cliff Creech,iOS,7.492451481510827e-183,2302,premium,0.0,2302,23,0.0,2.497483827170276e-183
2647,693,Karrie Mora,Android,1.5443473372247796e-182,693,free,0.0,693,59,0.0,5.147824457415932e-183
10601,1538,Jaye Velasco,Browser,0.0,1538,free,0.0,1538,20,3.2225873616347555e-181,1.0741957872115852e-181
377,1992,Nyla Lanier,Windows,0.0,1992,premium,1.5312760932432025e-180,1992,52,0.0,5.104253644144008e-181
6192,837,Jenniffer Larson,Android,0.0,837,free,1.95476619300522e-180,837,21,0.0,6.515887310017399e-181
10030,516,Irene Goode,iOS,1.2640936936070894e-207,516,premium,2.7222134810075685e-180,516,52,0.0,9.074044936691895e-181
11039,1974,Pasty Rock,Browser,0.0,1974,free,0.0,1974,20,2.7821870444412447e-180,9.273956814804149e-181
8873,1665,Codi Mcghee,other,0.0,1665,premium,0.0,1665,59,3.0823140164205816e-178,1.0274380054735272e-178
2930,2285,Jestine Flynn,Android,5.364002397792508e-178,2285,free,2.3228206309919277e-236,2285,20,0.0,1.7880007992641692e-178
6248,1131,Alaine Staton,Android,3.0896040712385184e-185,1131,free,2.1066244293647428e-176,1131,23,0.0,7.022081441514489e-177
539,1895,Ayesha Lind,Windows,8.235341948000495e-309,1895,free,1.2666652029291811e-174,1895,44,0.0,4.2222173430972703e-175
8926,1559,Cris Darnell,other,0.0,1559,premium,0.0,1559,59,8.480179182307122e-174,2.8267263941023738e-174
10605,212,Jewell Pyle,Browser,0.0,212,free,7.675065419941388e-173,212,22,0.0,2.5583551399804626e-173
806,1267,Sherlene Beach,Windows,2.0244661293790894e-172,1267,premium,0.0,1267,21,0.0,6.748220431263632e-173
884,1925,Laree Lujan,iOS,7.731981256088438e-172,1925,premium,0.0,1925,52,0.0,2.5773270853628126e-172
6270,1759,Colin Eubanks,iOS,7.949304545501556e-171,1759,premium,0.0,1759,52,0.0,2.649768181833852e-171
11028,86,Kristian Block,Browser,0.0,86,free,0.0,86,21,1.5905721608401454e-168,5.301907202800484e-169
9093,1530,Duncan Zepeda,other,2.326082272519789e-210,1530,premium,2.055221223458949e-180,1530,59,9.168462421658576e-167,3.056154140552927e-167
9660,593,Essie Steward,Linux,0.0,593,free,0.0,593,4,2.4951028583942234e-166,8.317009527980744e-167
9670,1831,Lashunda Stjohn,Linux,0.0,1831,free,0.0,1831,4,2.4951028583942234e-166,8.317009527980744e-167
9675,1198,Etta Marquez,Linux,0.0,1198,free,0.0,1198,4,2.4951028583942234e-166,8.317009527980744e-167
9665,561,Lang Dudley,Linux,0.0,561,free,0.0,561,4,2.4951028583942234e-166,8.317009527980744e-167
9806,1917,Bernarda Aguirre,Linux,0.0,1917,free,0.0,1917,4,2.4951028583942234e-166,8.317009527980744e-167
9681,1781,Carmel Sewell,Linux,0.0,1781,free,0.0,1781,4,2.4951028583942234e-166,8.317009527980744e-167
9721,1579,Kenyetta Sheridan,Linux,0.0,1579,free,0.0,1579,4,2.4951028583942234e-166,8.317009527980744e-167
9851,1981,Shona Browning,Linux,0.0,1981,free,0.0,1981,4,2.4951028583942234e-166,8.317009527980744e-167
9726,836,Shawnna Latham,Linux,0.0,836,free,0.0,836,4,2.4951028583942234e-166,8.317009527980744e-167
9846,2061,Rosalva Bates,Linux,0.0,2061,free,0.0,2061,4,2.4951028583942234e-166,8.317009527980744e-167
9731,1870,Timmy Lemons,Linux,0.0,1870,free,0.0,1870,4,2.4951028583942234e-166,8.317009527980744e-167
9736,1554,Angeles Suarez,Linux,0.0,1554,free,0.0,1554,4,2.4951028583942234e-166,8.317009527980744e-167
9741,1522,Cathleen Quinn,Linux,0.0,1522,free,0.0,1522,4,2.4951028583942234e-166,8.317009527980744e-167
9841,2198,Bao Bellamy,Linux,0.0,2198,free,0.0,2198,4,2.4951028583942234e-166,8.317009527980744e-167
9746,1484,Alysia Fenton,Linux,0.0,1484,free,0.0,1484,4,2.4951028583942234e-166,8.317009527980744e-167
9836,150,Arie Shultz,Linux,0.0,150,free,0.0,150,4,2.4951028583942234e-166,8.317009527980744e-167
9751,1476,Ludivina Minor,Linux,0.0,1476,free,0.0,1476,4,2.4951028583942234e-166,8.317009527980744e-167
9756,1390,Tyron Golden,Linux,0.0,1390,free,0.0,1390,4,2.4951028583942234e-166,8.317009527980744e-167
9856,30,Derick Richey,Linux,0.0,30,free,0.0,30,4,2.4951028583942234e-166,8.317009527980744e-167
9831,2223,Isaias Zeigler,Linux,0.0,2223,free,0.0,2223,4,2.4951028583942234e-166,8.317009527980744e-167
9826,92,Lane Morales,Linux,0.0,92,free,0.0,92,4,2.4951028583942234e-166,8.317009527980744e-167
9766,1310,Anjelica Simpson,Linux,0.0,1310,free,0.0,1310,4,2.4951028583942234e-166,8.317009527980744e-167
9771,1284,Milissa Toney,Linux,0.0,1284,free,0.0,1284,4,2.4951028583942234e-166,8.317009527980744e-167
9776,1275,Keri Lackey,Linux,0.0,1275,free,0.0,1275,4,2.4951028583942234e-166,8.317009527980744e-167
9821,1972,Jonas England,Linux,0.0,1972,free,0.0,1972,4,2.4951028583942234e-166,8.317009527980744e-167
9781,1122,Kasi Overton,Linux,0.0,1122,free,0.0,1122,4,2.4951028583942234e-166,8.317009527980744e-167
9786,2318,Rickey Seay,Linux,0.0,2318,free,0.0,2318,4,2.4951028583942234e-166,8.317009527980744e-167
9791,1249,Tonia Mcintosh,Linux,0.0,1249,free,0.0,1249,4,2.4951028583942234e-166,8.317009527980744e-167
9816,368,Raymonde Underwood,Linux,0.0,368,free,0.0,368,4,2.4951028583942234e-166,8.317009527980744e-167
9796,1188,Pennie Boston,Linux,0.0,1188,free,0.0,1188,4,2.4951028583942234e-166,8.317009527980744e-167
9811,1237,Stanford Coyle,Linux,0.0,1237,free,0.0,1237,4,2.4951028583942234e-166,8.317009527980744e-167
9801,1553,Tennille Le,Linux,0.0,1553,free,0.0,1553,4,2.4951028583942234e-166,8.317009527980744e-167
9761,1386,Zena Spivey,Linux,0.0,1386,free,0.0,1386,4,2.4951028583942234e-166,8.317009527980744e-167
9716,800,Frederic Goodson,Linux,0.0,800,free,0.0,800,4,2.4951028583942234e-166,8.317009527980744e-167
9686,1735,Arminda Newman,Linux,0.0,1735,free,0.0,1735,4,2.4951028583942234e-166,8.317009527980744e-167
9877,395,Doyle Mccord,Linux,0.0,395,free,0.0,395,4,2.4951028583942234e-166,8.317009527980744e-167
9861,1989,Walter Goldsmith,Linux,0.0,1989,free,0.0,1989,4,2.4951028583942234e-166,8.317009527980744e-167
9882,2214,Eartha Pham,Linux,0.0,2214,free,0.0,2214,4,2.4951028583942234e-166,8.317009527980744e-167
9872,294,Ina Mohr,Linux,0.0,294,free,0.0,294,4,2.4951028583942234e-166,8.317009527980744e-167
9867,2011,Juliana Suggs,Linux,0.0,2011,free,0.0,2011,4,2.4951028583942234e-166,8.317009527980744e-167
9887,2041,Bob Jarrett,Linux,0.0,2041,free,0.0,2041,4,2.4951028583942234e-166,8.317009527980744e-167
9691,680,Casie Hairston,Linux,0.0,680,free,0.0,680,4,2.4951028583942234e-166,8.317009527980744e-167
9711,796,Micha Burden,Linux,0.0,796,free,0.0,796,4,2.4951028583942234e-166,8.317009527980744e-167
9701,724,Aurora Cano,Linux,0.0,724,free,0.0,724,4,2.4951028583942234e-166,8.317009527980744e-167
9696,696,Sybil Spencer,Linux,0.0,696,free,0.0,696,4,2.4951028583942234e-166,8.317009527980744e-167
9706,751,Elnora Schaefer,Linux,0.0,751,free,0.0,751,4,2.4951028583942234e-166,8.317009527980744e-167
5018,519,Evelina Tanner,Mac,0.0,519,free,3.077118050522322e-166,519,23,0.0,1.025706016840774e-166
4993,1830,Hunter Farmer,Mac,0.0,1830,free,8.408803731393128e-166,1830,59,1.5302369901503715e-237,2.8029345771310423e-166
118,2134,Irving Langston,Android,0.0,2134,premium,0.0,2134,49,3.3877162015705424e-165,1.1292387338568476e-165
96,2134,Irving Langston,Windows,0.0,2134,premium,0.0,2134,49,3.3877162015705424e-165,1.1292387338568476e-165
8712,930,Mauricio Mcgee,other,0.0,930,premium,0.0,930,23,4.726725479733634e-165,1.5755751599112114e-165
10602,1538,Jaye Velasco,Browser,0.0,1538,free,0.0,1538,43,6.985395795526268e-165,2.3284652651754226e-165
10542,234,Daine Morgan,Browser,0.0,234,free,0.0,234,21,1.0458604616523945e-164,3.486201538841315e-165
4843,787,Ezra Fritz,Android,0.0,787,basic-desktop,9.292808054106704e-164,787,52,0.0,3.0976026847022344e-164
274,2059,Marilu Tucker,Windows,0.0,2059,premium,3.3949012937148893e-301,2059,28,7.670475102601302e-162,2.556825034200434e-162
6251,2063,Madge Yoder,Android,1.3042635876506697e-161,2063,premium,0.0,2063,52,0.0,4.347545292168899e-162
5299,1891,Katrice Prince,Android,3.119683059915579e-161,1891,premium,2.5961290067259137e-304,1891,59,0.0,1.039894353305193e-161
8686,904,Dann Rivers,other,0.0,904,premium,5.854226920221676e-203,904,8,5.062167009209107e-158,1.6873890030697021e-158
682,899,Danilo Lopez,Windows,8.012217668628126e-240,899,premium,2.51635054544983e-157,899,59,3.8916411407103824e-248,8.387835151499432e-158
10041,1301,Melvina Bright,iOS,5.684561178867348e-157,1301,free,1.2749274209564485e-188,1301,23,0.0,1.894853726289116e-157
11099,2228,Fe Jarrett,Browser,0.0,2228,free,0.0,2228,21,8.140165228118753e-157,2.7133884093729176e-157
10042,296,Kraig Delaney,iOS,8.879504941707548e-156,296,premium,0.0,296,21,0.0,2.9598349805691826e-156
10032,1459,Ruth Craft,iOS,1.6359005484496193e-189,1459,premium,3.15914562936671e-155,1459,44,0.0,1.0530485431222366e-155
2996,1344,Brianna Nance,Android,1.63052415004e-313,1344,free,9.001670969141616e-155,1344,48,0.0,3.000556989713872e-155
10011,64,Nu Vera,iOS,2.3098819354060183e-299,64,premium,3.714964125743414e-154,64,52,0.0,1.2383213752478046e-154
9825,92,Lane Morales,Linux,0.0,92,free,0.0,92,16,4.478115185816721e-154,1.492705061938907e-154
9805,1917,Bernarda Aguirre,Linux,0.0,1917,free,0.0,1917,16,4.478115185816721e-154,1.492705061938907e-154
9810,1237,Stanford Coyle,Linux,0.0,1237,free,0.0,1237,16,4.478115185816721e-154,1.492705061938907e-154
9674,1198,Etta Marquez,Linux,0.0,1198,free,0.0,1198,16,4.478115185816721e-154,1.492705061938907e-154
9800,1553,Tennille Le,Linux,0.0,1553,free,0.0,1553,16,4.478115185816721e-154,1.492705061938907e-154
9770,1284,Milissa Toney,Linux,0.0,1284,free,0.0,1284,16,4.478115185816721e-154,1.492705061938907e-154
9669,1831,Lashunda Stjohn,Linux,0.0,1831,free,0.0,1831,16,4.478115185816721e-154,1.492705061938907e-154
9664,561,Lang Dudley,Linux,0.0,561,free,0.0,561,16,4.478115185816721e-154,1.492705061938907e-154
9780,1122,Kasi Overton,Linux,0.0,1122,free,0.0,1122,16,4.478115185816721e-154,1.492705061938907e-154
9815,368,Raymonde Underwood,Linux,0.0,368,free,0.0,368,16,4.478115185816721e-154,1.492705061938907e-154
9881,2214,Eartha Pham,Linux,0.0,2214,free,0.0,2214,16,4.478115185816721e-154,1.492705061938907e-154
